# probe_name     : rest
# profile        : max-debug
# profile_type   : debug
# arm            : right
# kind           : baseline
# recorded_utc   : 2026-08-08T06:41:14.372Z
# duration_s     : 5.000
# sample_rate_hz : 1000
# n_samples      : 5000
# channels       : ulnar, median, radial
# value_range    : -1..+1  (Companion raw SNC)
# notes          : session baseline (recorded via header button)
# effort         : easy
# fatigue        : none
# schema         : armband/probe/1
t_ms,ulnar,median,radial
2836,-0.04651,-0.08118,0.05035
2837,-0.02115,-0.03741,0.07532
2838,0.00085,-0.02597,0.03259
2839,0.00186,-0.03082,-0.00668
2840,-0.01501,-0.02673,0.00873
2841,-0.03082,-0.00610,0.07092
2842,-0.02982,0.01669,0.13019
2843,-0.01373,0.02405,0.14249
2844,0.00058,0.01379,0.10165
2845,-0.00348,-0.00156,0.03430
2846,-0.02719,-0.01126,-0.02963
2847,-0.05359,-0.01785,-0.07968
2848,-0.05801,-0.03040,-0.12305
2849,-0.02499,-0.04865,-0.16461
2850,0.03925,-0.05856,-0.19177
2851,0.10599,-0.04715,-0.18164
2852,0.13712,-0.02176,-0.12616
2853,0.10678,-0.01013,-0.04953
2854,0.01923,-0.03555,0.00385
2855,-0.08920,-0.08957,0.00531
2856,-0.16815,-0.13181,-0.03113
2857,-0.18204,-0.12207,-0.05951
2858,-0.13028,-0.05725,-0.04355
2859,-0.04449,0.02383,0.01028
2860,0.03635,0.07385,0.06216
2861,0.09201,0.07779,0.08014
2862,0.12775,0.06134,0.07004
2863,0.15613,0.05954,0.06165
2864,0.17328,0.07825,0.06848
2865,0.15543,0.08853,0.06781
2866,0.08267,0.05814,0.02582
2867,-0.03146,-0.01260,-0.05786
2868,-0.13629,-0.08762,-0.13773
2869,-0.17630,-0.12653,-0.15936
2870,-0.13409,-0.11841,-0.11118
2871,-0.04590,-0.08609,-0.03735
2872,0.02667,-0.06128,0.00256
2873,0.04431,-0.05728,-0.01230
2874,0.01633,-0.06393,-0.04904
2875,-0.01471,-0.06363,-0.05728
2876,-0.01297,-0.04977,-0.01923
2877,0.02237,-0.03101,0.03510
2878,0.06134,-0.02209,0.05881
2879,0.07138,-0.03137,0.03339
2880,0.04358,-0.05344,-0.01489
2881,-0.00217,-0.07083,-0.03992
2882,-0.03244,-0.06430,-0.01691
2883,-0.02325,-0.02725,0.03690
2884,0.02426,0.02472,0.07776
2885,0.08377,0.06067,0.07217
2886,0.11951,0.05615,0.02298
2887,0.10858,0.01492,-0.03482
2888,0.05551,-0.03027,-0.06277
2889,-0.01135,-0.04199,-0.04797
2890,-0.05923,-0.00830,-0.00888
2891,-0.07169,0.04773,0.02405
2892,-0.05533,0.08728,0.03415
2893,-0.02963,0.08679,0.02856
2894,-0.01059,0.05368,0.02570
2895,-0.00195,0.01541,0.03476
2896,0.00143,-0.00513,0.04800
2897,0.00446,-0.00565,0.05197
2898,0.00708,0.00003,0.04382
2899,0.00787,-0.00043,0.03470
2900,0.01059,-0.00507,0.03561
2901,0.02414,-0.00031,0.04211
2902,0.05356,0.02374,0.03589
2903,0.08868,0.06021,0.00394
2904,0.10443,0.08694,-0.04425
2905,0.07733,0.08279,-0.08090
2906,0.00842,0.04565,-0.08392
2907,-0.06949,-0.00385,-0.05725
2908,-0.11075,-0.03711,-0.02695
2909,-0.09033,-0.03824,-0.01627
2910,-0.02393,-0.01309,-0.02451
2911,0.04379,0.01987,-0.03061
2912,0.07373,0.04556,-0.01660
2913,0.05984,0.05972,0.01385
2914,0.02744,0.06345,0.04007
2915,0.00677,0.05603,0.04596
2916,0.00821,0.03616,0.03522
2917,0.02014,0.00943,0.02560
2918,0.02704,-0.01031,0.02982
2919,0.02722,-0.01077,0.04416
2920,0.03235,0.00763,0.05542
2921,0.05127,0.03207,0.05627
2922,0.07651,0.04907,0.05130
2923,0.08810,0.05466,0.04745
2924,0.07187,0.05206,0.04120
2925,0.03391,0.04239,0.01837
2926,-0.00348,0.02176,-0.03116
2927,-0.02112,-0.01007,-0.09833
2928,-0.01935,-0.04111,-0.15491
2929,-0.01505,-0.05164,-0.17044
2930,-0.02228,-0.03058,-0.13223
2931,-0.03574,0.01282,-0.05331
2932,-0.03448,0.05414,0.03604
2933,-0.00333,0.07205,0.10492
2934,0.04910,0.06195,0.13596
2935,0.09329,0.03491,0.13025
2936,0.10202,0.00644,0.10364
2937,0.07294,-0.01340,0.07715
2938,0.03064,-0.02158,0.06650
2939,0.00681,-0.01996,0.07507
2940,0.01553,-0.01389,0.09448
2941,0.04395,-0.01141,0.11148
2942,0.06442,-0.01886,0.11667
2943,0.05704,-0.03351,0.10925
2944,0.02444,-0.04141,0.09558
2945,-0.01166,-0.02615,0.08356
2946,-0.02768,0.01569,0.07684
2947,-0.01538,0.06616,0.07239
2948,0.01349,0.09451,0.06348
2949,0.03726,0.07886,0.04605
2950,0.03964,0.02356,0.02362
2951,0.01935,-0.04202,0.00507
2952,-0.01144,-0.08356,-0.00320
2953,-0.03580,-0.08398,-0.00397
2954,-0.04099,-0.05176,-0.00714
2955,-0.02414,-0.01071,-0.02017
2956,0.00668,0.01770,-0.04102
2957,0.03625,0.02570,-0.05975
2958,0.05063,0.01944,-0.06607
2959,0.04648,0.01190,-0.05481
2960,0.03378,0.01505,-0.02655
2961,0.02722,0.03262,0.01120
2962,0.03165,0.05490,0.04105
2963,0.03583,0.06104,0.03955
2964,0.02441,0.03513,-0.00336
2965,-0.00037,-0.01120,-0.06189
2966,-0.00919,-0.03180,-0.07697
2967,0.03494,0.02621,-0.00009
2968,0.13693,0.16989,0.14993
2969,0.24442,0.32812,0.27441
2970,0.26837,0.38089,0.25711
2971,0.14624,0.24481,0.06299
2972,-0.09799,-0.04922,-0.21271
2973,-0.35065,-0.35715,-0.40097
2974,-0.47610,-0.51376,-0.38464
2975,-0.41031,-0.44785,-0.18961
2976,-0.20612,-0.22800,0.03818
2977,0.00726,-0.00391,0.15054
2978,0.11819,0.10446,0.10788
2979,0.10416,0.07892,-0.00885
2980,0.02692,-0.01202,-0.08472
2981,-0.03345,-0.08463,-0.07053
2982,-0.04190,-0.09915,-0.00839
2983,-0.01788,-0.06583,0.02795
2984,0.00354,-0.01416,0.01093
2985,0.01157,0.03448,-0.01907
2986,0.02283,0.07089,-0.00140
2987,0.05426,0.09119,0.08008
2988,0.10034,0.09613,0.17752
2989,0.13782,0.09476,0.21927
2990,0.14780,0.09824,0.16949
2991,0.13080,0.10480,0.05530
2992,0.10135,0.09430,-0.05707
2993,0.07300,0.04584,-0.11169
2994,0.04953,-0.03519,-0.09781
2995,0.02832,-0.11072,-0.04788
2996,0.00784,-0.13651,-0.00696
2997,-0.00812,-0.09860,0.00061
2998,-0.01266,-0.02493,-0.01569
2999,-0.00131,0.03894,-0.02515
3000,0.02194,0.06509,-0.00354
3001,0.04266,0.05743,0.04617
3002,0.04190,0.03778,0.09537
3003,0.00998,0.02341,0.11243
3004,-0.04160,0.01813,0.08859
3005,-0.08279,0.01865,0.04480
3006,-0.08478,0.02243,0.01431
3007,-0.04193,0.02783,0.01587
3008,0.02258,0.03076,0.04056
3009,0.07343,0.02637,0.06311
3010,0.08820,0.01443,0.06528
3011,0.07001,0.00110,0.04953
3012,0.03943,-0.00693,0.03210
3013,0.01602,-0.00854,0.02368
3014,0.00504,-0.00775,0.01740
3015,-0.00143,-0.00702,-0.00461
3016,-0.01324,-0.00330,-0.05228
3017,-0.03177,0.00757,-0.11441
3018,-0.04874,0.02249,-0.16406
3019,-0.05493,0.02930,-0.17804
3020,-0.05045,0.01495,-0.15430
3021,-0.04590,-0.02213,-0.11194
3022,-0.05231,-0.06689,-0.07446
3023,-0.06793,-0.09503,-0.05109
3024,-0.07669,-0.08807,-0.03308
3025,-0.06223,-0.04590,-0.00720
3026,-0.02496,0.01141,0.02722
3027,0.01584,0.05426,0.05472
3028,0.03882,0.06046,0.05869
3029,0.03940,0.02930,0.04068
3030,0.03159,-0.01614,0.02512
3031,0.03061,-0.04199,0.04056
3032,0.03577,-0.02615,0.09186
3033,0.03238,0.02353,0.14786
3034,0.01001,0.07050,0.16055
3035,-0.02258,0.07306,0.10471
3036,-0.04190,0.01666,0.00644
3037,-0.02948,-0.06979,-0.06781
3038,0.01263,-0.12866,-0.05914
3039,0.06369,-0.11301,0.03458
3040,0.09937,-0.02304,0.15073
3041,0.10590,0.08887,0.20596
3042,0.08331,0.15140,0.15900
3043,0.04004,0.12289,0.04068
3044,-0.01346,0.02057,-0.07333
3045,-0.06659,-0.09250,-0.12244
3046,-0.10696,-0.15167,-0.10132
3047,-0.12064,-0.13354,-0.04977
3048,-0.09680,-0.06439,-0.00882
3049,-0.03525,0.00854,0.01291
3050,0.04996,0.05597,0.03427
3051,0.13467,0.08176,0.07111
3052,0.19531,0.10495,0.11511
3053,0.21713,0.12976,0.14166
3054,0.19525,0.13586,0.13361
3055,0.13147,0.09933,0.09427
3056,0.03525,0.02225,0.03943
3057,-0.07050,-0.06110,-0.01813
3058,-0.14963,-0.11041,-0.07242
3059,-0.17017,-0.11343,-0.11505
3060,-0.13065,-0.09445,-0.12973
3061,-0.06992,-0.08829,-0.10373
3062,-0.04260,-0.10629,-0.04742
3063,-0.07443,-0.12857,0.00128
3064,-0.13733,-0.12891,0.00119
3065,-0.17160,-0.10397,-0.05478
3066,-0.13831,-0.07571,-0.12299
3067,-0.05341,-0.06467,-0.13565
3068,0.02884,-0.06555,-0.05441
3069,0.06653,-0.05362,0.09305
3070,0.06393,-0.01584,0.22699
3071,0.05643,0.02838,0.27188
3072,0.06595,0.04227,0.20782
3073,0.07593,0.00861,0.07660
3074,0.05276,-0.05020,-0.05698
3075,-0.01099,-0.09158,-0.14819
3076,-0.08066,-0.09262,-0.18472
3077,-0.11041,-0.07037,-0.17047
3078,-0.08972,-0.06210,-0.11151
3079,-0.05551,-0.08707,-0.02304
3080,-0.05475,-0.12723,0.05942
3081,-0.09491,-0.14417,0.09158
3082,-0.13327,-0.11316,0.05508
3083,-0.11725,-0.04285,-0.01929
3084,-0.03647,0.03351,-0.07086
3085,0.06454,0.08246,-0.05991
3086,0.12381,0.08783,-0.00296
3087,0.11234,0.05273,0.04190
3088,0.05182,-0.00784,0.02670
3089,-0.01132,-0.07346,-0.04623
3090,-0.04498,-0.12222,-0.13010
3091,-0.04797,-0.13641,-0.17465
3092,-0.03659,-0.11115,-0.16302
3093,-0.02325,-0.05997,-0.11505
3094,-0.00888,-0.00912,-0.06235
3095,0.00977,0.01865,-0.02258
3096,0.03131,0.01926,0.00653
3097,0.04935,0.00919,0.03433
3098,0.05655,0.01035,0.06210
3099,0.04681,0.03101,0.07974
3100,0.01682,0.05869,0.07602
3101,-0.02826,0.07309,0.05219
3102,-0.06903,0.06656,0.02551
3103,-0.07742,0.05237,0.01837
3104,-0.03772,0.05093,0.04013
3105,0.03458,0.06750,0.07828
3106,0.09793,0.08432,0.10748
3107,0.11630,0.07776,0.11047
3108,0.09000,0.04443,0.09134
3109,0.05417,0.00919,0.06949
3110,0.04437,0.00385,0.05917
3111,0.06339,0.03705,0.05563
3112,0.08295,0.08499,0.04132
3113,0.07703,0.11215,0.00583
3114,0.04861,0.10056,-0.04108
3115,0.02057,0.05884,-0.07684
3116,0.00320,0.00647,-0.08566
3117,-0.02075,-0.04453,-0.07004
3118,-0.07285,-0.08994,-0.04449
3119,-0.14337,-0.12109,-0.02142
3120,-0.18771,-0.12344,-0.00604
3121,-0.16537,-0.09262,-0.00232
3122,-0.08154,-0.04724,-0.01486
3123,0.01581,-0.01453,-0.03839
3124,0.08270,0.00162,-0.04752
3125,0.11929,0.03119,-0.00952
3126,0.15689,0.10419,0.08081
3127,0.20569,0.20135,0.17773
3128,0.22458,0.24774,0.20718
3129,0.15417,0.17117,0.12723
3130,-0.01614,-0.02289,-0.02667
3131,-0.21790,-0.23669,-0.16055
3132,-0.34842,-0.34991,-0.19452
3133,-0.35110,-0.31439,-0.12598
3134,-0.25467,-0.18567,-0.02570
3135,-0.13705,-0.06506,0.02618
3136,-0.05630,-0.01239,0.00330
3137,-0.01755,-0.01266,-0.05981
3138,0.00082,-0.01892,-0.11270
3139,0.00473,-0.01453,-0.13544
3140,-0.02063,-0.02527,-0.14355
3141,-0.07602,-0.07379,-0.15579
3142,-0.12299,-0.13440,-0.16440
3143,-0.10791,-0.14471,-0.13876
3144,-0.01630,-0.06674,-0.05640
3145,0.10156,0.06616,0.07043
3146,0.16705,0.16891,0.19635
3147,0.13980,0.17487,0.27039
3148,0.05051,0.09091,0.26617
3149,-0.03116,-0.01416,0.19415
3150,-0.05954,-0.07385,0.09055
3151,-0.04602,-0.07800,-0.00525
3152,-0.03503,-0.06839,-0.06845
3153,-0.05368,-0.08658,-0.09265
3154,-0.08627,-0.12866,-0.08206
3155,-0.09476,-0.14987,-0.04376
3156,-0.05936,-0.11044,0.01154
3157,0.00159,-0.01654,0.06430
3158,0.04883,0.08194,0.08771
3159,0.05597,0.13110,0.06290
3160,0.02850,0.11252,-0.00162
3161,-0.00583,0.05051,-0.06732
3162,-0.02271,-0.01297,-0.08881
3163,-0.01868,-0.04929,-0.04819
3164,-0.00830,-0.05533,0.02930
3165,-0.00620,-0.04373,0.09454
3166,-0.01181,-0.02646,0.11362
3167,-0.00961,-0.00711,0.09113
3168,0.01566,0.01440,0.05811
3169,0.06281,0.03409,0.03912
3170,0.11139,0.04187,0.03259
3171,0.13541,0.02866,0.02319
3172,0.12259,-0.00317,0.00812
3173,0.08249,-0.03589,0.00525
3174,0.03714,-0.04547,0.03085
3175,0.00351,-0.01974,0.07266
3176,-0.01691,0.02844,0.09222
3177,-0.03308,0.06625,0.06073
3178,-0.05148,0.06393,-0.00717
3179,-0.06781,0.01843,-0.05978
3180,-0.07111,-0.04340,-0.05338
3181,-0.05377,-0.08548,0.00714
3182,-0.01767,-0.08841,0.07297
3183,0.02737,-0.05975,0.09628
3184,0.06863,-0.02332,0.06854
3185,0.09357,-0.00211,0.01617
3186,0.09250,-0.00848,-0.03452
3187,0.06458,-0.04236,-0.07944
3188,0.02438,-0.08911,-0.12247
3189,-0.00107,-0.12033,-0.14896
3190,0.00995,-0.10721,-0.12842
3191,0.05231,-0.04587,-0.05112
3192,0.09085,0.02792,0.04285
3193,0.08493,0.05807,0.08377
3194,0.02335,0.01413,0.03186
3195,-0.06183,-0.07733,-0.08133
3196,-0.11829,-0.15042,-0.17407
3197,-0.11453,-0.15530,-0.18210
3198,-0.06238,-0.09891,-0.10883
3199,-0.00238,-0.03259,-0.01349
3200,0.03198,-0.00073,0.04736
3201,0.03717,-0.00269,0.06592
3202,0.03256,-0.00342,0.07602
3203,0.03549,0.02408,0.10712
3204,0.04547,0.07028,0.14969
3205,0.04944,0.10071,0.16534
3206,0.03885,0.09082,0.12875
3207,0.01974,0.04831,0.05661
3208,0.00717,0.00458,-0.00540
3209,0.01071,-0.01212,-0.02527
3210,0.02444,0.00250,-0.01407
3211,0.02991,0.02756,-0.01318
3212,0.01004,0.03299,-0.04987
3213,-0.03644,0.00073,-0.10516
3214,-0.09122,-0.06165,-0.12726
3215,-0.12790,-0.12360,-0.08035
3216,-0.13058,-0.15076,0.01752
3217,-0.10458,-0.12930,0.10483
3218,-0.06982,-0.07611,0.12766
3219,-0.04282,-0.02524,0.08389
3220,-0.02405,-0.00104,0.02054
3221,-0.00198,-0.00195,-0.01111
3222,0.03128,-0.00906,0.00089
3223,0.06900,-0.00861,0.02570
3224,0.09473,-0.00473,0.02481
3225,0.09756,-0.00940,-0.01047
3226,0.08316,-0.02252,-0.05255
3227,0.06979,-0.02722,-0.06439
3228,0.07254,-0.00775,-0.03278
3229,0.08963,0.02844,0.02075
3230,0.10242,0.05087,0.05881
3231,0.08990,0.03293,0.05954
3232,0.04688,-0.01978,0.03430
3233,-0.00891,-0.06940,0.01648
3234,-0.04721,-0.07755,0.03003
3235,-0.04666,-0.03918,0.06479
3236,-0.01025,0.01382,0.08209
3237,0.03723,0.04251,0.04886
3238,0.06763,0.03436,-0.02985
3239,0.06802,0.00885,-0.11072
3240,0.04535,-0.00693,-0.14685
3241,0.01642,-0.00497,-0.12573
3242,-0.00479,0.00085,-0.07529
3243,-0.01279,-0.00497,-0.03461
3244,-0.00900,-0.02155,-0.02090
3245,0.00101,-0.03442,-0.02390
3246,0.00848,-0.03397,-0.02756
3247,0.00436,-0.02652,-0.03079
3248,-0.01349,-0.02551,-0.04327
3249,-0.03391,-0.03314,-0.06506
3250,-0.03619,-0.03436,-0.07730
3251,-0.00552,-0.01196,-0.05768
3252,0.05054,0.03159,-0.00473
3253,0.10004,0.06839,0.05527
3254,0.10522,0.06491,0.08655
3255,0.05103,0.01215,0.07010
3256,-0.03735,-0.06085,0.01608
3257,-0.10449,-0.10410,-0.04404
3258,-0.10089,-0.08383,-0.07578
3259,-0.02145,-0.01004,-0.05981
3260,0.08362,0.06793,-0.00388
3261,0.13974,0.09586,0.05701
3262,0.10251,0.05292,0.07806
3263,-0.00586,-0.03531,0.03635
3264,-0.11050,-0.11649,-0.04608
3265,-0.14062,-0.14795,-0.11237
3266,-0.08420,-0.12253,-0.11493
3267,0.00479,-0.06931,-0.05856
3268,0.05164,-0.03238,0.00012
3269,0.01917,-0.04391,0.00201
3270,-0.06931,-0.10501,-0.05875
3271,-0.15610,-0.18384,-0.12665
3272,-0.19534,-0.23148,-0.13562
3273,-0.17859,-0.21014,-0.07321
3274,-0.12485,-0.11826,0.00446
3275,-0.05490,0.00562,0.02426
3276,0.02136,0.10623,-0.03177
3277,0.09665,0.14780,-0.10315
3278,0.15344,0.13480,-0.10355
3279,0.16721,0.10150,-0.00388
3280,0.12671,0.08026,0.13214
3281,0.05124,0.07791,0.19879
3282,-0.01535,0.07919,0.14301
3283,-0.03351,0.06900,0.01651
3284,0.00299,0.04871,-0.06616
3285,0.06207,0.03040,-0.02896
3286,0.09702,0.01840,0.09741
3287,0.07983,0.00046,0.20157
3288,0.01813,-0.04044,0.18817
3289,-0.05478,-0.10480,0.05777
3290,-0.10489,-0.16772,-0.09775
3291,-0.11758,-0.19287,-0.17358
3292,-0.10028,-0.15891,-0.13318
3293,-0.07111,-0.07764,-0.02719
3294,-0.04556,0.01108,0.05508
3295,-0.02921,0.06424,0.05508
3296,-0.01880,0.06339,-0.01797
3297,-0.00732,0.02570,-0.10251
3298,0.01035,-0.00949,-0.13364
3299,0.03458,-0.00992,-0.08856
3300,0.06155,0.02615,0.00204
3301,0.08630,0.07031,0.08115
3302,0.10516,0.08844,0.10898
3303,0.11642,0.06927,0.08881
3304,0.11911,0.03250,0.05597
3305,0.11285,0.00958,0.04266
3306,0.09839,0.01483,0.05109
3307,0.07822,0.03397,0.05899
3308,0.05594,0.04016,0.04810
3309,0.03543,0.02142,0.02530
3310,0.02032,-0.00806,0.01495
3311,0.01291,-0.02362,0.03220
3312,0.01163,-0.01666,0.06491
3313,0.00952,-0.00400,0.08252
3314,-0.00238,-0.00998,0.06305
3315,-0.02658,-0.03906,0.01376
3316,-0.05270,-0.06723,-0.03271
3317,-0.06161,-0.06235,-0.04321
3318,-0.03989,-0.01556,-0.00967
3319,0.00705,0.04691,0.04410
3320,0.05591,0.08304,0.07974
3321,0.08109,0.06927,0.07315
3322,0.07254,0.01944,0.03302
3323,0.04132,-0.02689,-0.00604
3324,0.00980,-0.03629,-0.01093
3325,-0.00470,-0.00662,0.02350
3326,-0.00034,0.03323,0.07138
3327,0.01047,0.04831,0.09903
3328,0.01169,0.02655,0.09387
3329,-0.00351,-0.01041,0.07376
3330,-0.02643,-0.02454,0.06790
3331,-0.03870,0.00430,0.08664
3332,-0.02765,0.05490,0.10773
3333,0.00018,0.07529,0.09317
3334,0.02151,0.02512,0.02249
3335,0.01596,-0.08282,-0.08640
3336,-0.01282,-0.18185,-0.18707
3337,-0.03534,-0.19894,-0.23578
3338,-0.01935,-0.11407,-0.21658
3339,0.04095,0.02090,-0.14148
3340,0.11542,0.12195,-0.03357
3341,0.15695,0.13623,0.08301
3342,0.13361,0.07358,0.17743
3343,0.04822,-0.01614,0.20746
3344,-0.06485,-0.09009,0.13879
3345,-0.15942,-0.13647,-0.01715
3346,-0.19858,-0.16064,-0.18634
3347,-0.16928,-0.16064,-0.26776
3348,-0.08755,-0.12585,-0.20648
3349,0.00766,-0.05878,-0.04266
3350,0.07278,0.01099,0.11316
3351,0.08347,0.04276,0.16278
3352,0.04776,0.01871,0.09177
3353,-0.00217,-0.03931,-0.03094
3354,-0.03503,-0.08731,-0.11853
3355,-0.04120,-0.09451,-0.13385
3356,-0.03296,-0.06375,-0.10233
3357,-0.02753,-0.02243,-0.07117
3358,-0.02969,0.00345,-0.06262
3359,-0.02945,0.00745,-0.06335
3360,-0.01346,0.00208,-0.04929
3361,0.02197,0.00473,-0.01428
3362,0.06628,0.02396,0.02441
3363,0.10001,0.05377,0.04288
3364,0.10495,0.07739,0.03030
3365,0.07465,0.07770,-0.00305
3366,0.02054,0.04898,-0.03238
3367,-0.03070,0.00317,-0.03336
3368,-0.05106,-0.03516,0.00137
3369,-0.02951,-0.04419,0.05444
3370,0.01883,-0.02032,0.09195
3371,0.06149,0.01855,0.08710
3372,0.07141,0.04556,0.04211
3373,0.04529,0.04456,-0.01123
3374,0.00385,0.02213,-0.03699
3375,-0.02542,0.00113,-0.02475
3376,-0.02786,0.00082,0.00323
3377,-0.00897,0.01953,0.01459
3378,0.01379,0.03479,-0.00317
3379,0.02536,0.02271,-0.03476
3380,0.02219,-0.01981,-0.05634
3381,0.01144,-0.06961,-0.06079
3382,0.00256,-0.09509,-0.06131
3383,-0.00137,-0.08218,-0.07257
3384,-0.00613,-0.04550,-0.09100
3385,-0.02011,-0.01462,-0.09647
3386,-0.04401,-0.00784,-0.07306
3387,-0.06512,-0.01813,-0.02548
3388,-0.06451,-0.02295,0.02499
3389,-0.03268,-0.00732,0.05975
3390,0.01828,0.02182,0.07495
3391,0.05887,0.04199,0.07635
3392,0.06125,0.03497,0.06561
3393,0.01926,0.00180,0.03757
3394,-0.04587,-0.03787,-0.00824
3395,-0.09738,-0.05957,-0.05551
3396,-0.10291,-0.04877,-0.07626
3397,-0.05066,-0.00851,-0.05167
3398,0.04437,0.04239,0.01010
3399,0.14490,0.07779,0.07623
3400,0.20551,0.07596,0.11072
3401,0.19467,0.03137,0.09811
3402,0.11478,-0.03928,0.05142
3403,0.00595,-0.10245,0.00201
3404,-0.07477,-0.12488,-0.01996
3405,-0.08823,-0.09427,-0.00220
3406,-0.03757,-0.02850,0.04379
3407,0.03748,0.03485,0.08963
3408,0.09164,0.06363,0.10669
3409,0.10443,0.05182,0.08359
3410,0.08591,0.01990,0.03275
3411,0.05746,-0.00446,-0.01926
3412,0.02988,-0.00787,-0.05035
3413,-0.00006,0.00333,-0.05588
3414,-0.03421,0.01627,-0.04593
3415,-0.05957,0.02731,-0.03217
3416,-0.05408,0.04425,-0.01819
3417,-0.00839,0.07318,-0.00192
3418,0.05841,0.10553,0.01468
3419,0.10797,0.11948,0.02161
3420,0.11093,0.09741,0.00928
3421,0.07025,0.04468,-0.01801
3422,0.01773,-0.00861,-0.03876
3423,-0.01352,-0.02701,-0.02902
3424,-0.01675,0.00153,0.01324
3425,-0.01389,0.05161,0.05759
3426,-0.03110,0.07642,0.05991
3427,-0.06967,0.04669,0.00259
3428,-0.09912,-0.01843,-0.07840
3429,-0.08063,-0.05927,-0.11133
3430,-0.00162,-0.02237,-0.04672
3431,0.10806,0.09030,0.09116
3432,0.19333,0.21548,0.21161
3433,0.21222,0.27554,0.22684
3434,0.16492,0.23962,0.12750
3435,0.09140,0.14508,-0.00555
3436,0.03946,0.06128,-0.06805
3437,0.02942,0.03088,-0.01962
3438,0.04285,0.04208,0.08643
3439,0.04294,0.05194,0.15421
3440,0.00909,0.03275,0.12738
3441,-0.04398,-0.00421,0.02863
3442,-0.07782,-0.02554,-0.07010
3443,-0.06357,-0.01205,-0.11063
3444,-0.00906,0.02170,-0.08792
3445,0.04422,0.04034,-0.04083
3446,0.05325,0.01956,-0.01337
3447,0.00955,-0.03143,-0.02127
3448,-0.05139,-0.07449,-0.04553
3449,-0.07709,-0.07098,-0.05194
3450,-0.04062,-0.01208,-0.02209
3451,0.03522,0.07224,0.02487
3452,0.09305,0.13217,0.03915
3453,0.08350,0.13174,-0.02249
3454,0.00137,0.07117,-0.15283
3455,-0.11124,-0.01779,-0.28284
3456,-0.19498,-0.09604,-0.32269
3457,-0.21072,-0.13959,-0.22818
3458,-0.15826,-0.14386,-0.03833
3459,-0.06851,-0.11462,0.14975
3460,0.01871,-0.06042,0.24878
3461,0.07440,0.00568,0.23529
3462,0.08890,0.06229,0.14948
3463,0.07025,0.08481,0.05112
3464,0.03717,0.06033,-0.02316
3465,0.00980,-0.00006,-0.06827
3466,0.00116,-0.06354,-0.08963
3467,0.01318,-0.09314,-0.08475
3468,0.03854,-0.06973,-0.04675
3469,0.06573,-0.00458,0.01761
3470,0.08322,0.06564,0.08096
3471,0.08212,0.09976,0.11172
3472,0.05988,0.07883,0.10031
3473,0.02487,0.02048,0.06961
3474,-0.00381,-0.03134,0.05582
3475,-0.00699,-0.03809,0.07443
3476,0.01932,0.00290,0.10257
3477,0.05743,0.05606,0.09814
3478,0.08035,0.07809,0.04163
3479,0.07407,0.05643,-0.03790
3480,0.05008,0.01981,-0.08231
3481,0.03421,0.00888,-0.05640
3482,0.04187,0.03323,0.01483
3483,0.06229,0.05817,0.06357
3484,0.06833,0.03873,0.04053
3485,0.04227,-0.02957,-0.03668
3486,-0.00565,-0.09503,-0.09689
3487,-0.04327,-0.09158,-0.08246
3488,-0.04227,-0.00345,-0.00601
3489,-0.00214,0.10977,0.05869
3490,0.04694,0.15799,0.04623
3491,0.06516,0.09839,-0.03793
3492,0.03217,-0.02591,-0.12250
3493,-0.03705,-0.12384,-0.13812
3494,-0.10138,-0.13608,-0.08118
3495,-0.12186,-0.08142,-0.01208
3496,-0.08774,-0.02921,0.00696
3497,-0.02191,-0.02884,-0.02881
3498,0.03741,-0.06635,-0.06848
3499,0.06311,-0.08606,-0.06168
3500,0.05307,-0.04987,-0.00949
3501,0.02338,0.02588,0.04056
3502,-0.00851,0.08759,0.04523
3503,-0.03522,0.09280,0.00723
3504,-0.05740,0.04233,-0.03253
3505,-0.07516,-0.02734,-0.03912
3506,-0.08350,-0.07574,-0.01523
3507,-0.07642,-0.08383,0.00897
3508,-0.05499,-0.05792,0.01035
3509,-0.03058,-0.01926,-0.00766
3510,-0.01974,0.00928,-0.02780
3511,-0.03204,0.01434,-0.04257
3512,-0.05942,0.00040,-0.05841
3513,-0.07587,-0.01050,-0.07709
3514,-0.05276,0.00708,-0.08090
3515,0.01727,0.05927,-0.04453
3516,0.10480,0.12033,0.03473
3517,0.15466,0.14590,0.12167
3518,0.12341,0.10611,0.16409
3519,0.01764,0.01370,0.13464
3520,-0.09995,-0.07843,0.05557
3521,-0.15027,-0.11111,-0.01782
3522,-0.09665,-0.06097,-0.04144
3523,0.02469,0.04135,-0.01505
3524,0.13123,0.13062,0.02338
3525,0.15833,0.15161,0.03357
3526,0.10727,0.09717,0.00650
3527,0.03729,0.01135,-0.03204
3528,0.01068,-0.04428,-0.04672
3529,0.04147,-0.03683,-0.02185
3530,0.09192,0.01617,0.02881
3531,0.11349,0.06583,0.07614
3532,0.09100,0.07544,0.09930
3533,0.05038,0.05042,0.09943
3534,0.02957,0.02948,0.09436
3535,0.04459,0.04538,0.10062
3536,0.07993,0.09171,0.11716
3537,0.10526,0.12579,0.12534
3538,0.09824,0.10590,0.10599
3539,0.05649,0.03030,0.05981
3540,-0.00250,-0.05554,0.01120
3541,-0.04892,-0.09122,-0.01074
3542,-0.05316,-0.04718,0.00156
3543,-0.00320,0.05164,0.02661
3544,0.08170,0.14240,0.03497
